date_o,sales,promo,oil price,Holiday,transactions,cluster
2013-01-01,0.0,0,93.14,False,0.0,
2013-01-02,7698.253,0,93.14,False,2002.0,
2013-01-03,6158.575996,0,92.97,False,1823.0,
2013-01-04,5777.688999999999,0,93.12,False,1641.0,
2013-01-05,7974.621,0,93.2,False,2052.0,
2013-01-06,4856.513019999999,0,93.2,False,1313.0,
2013-01-07,5577.955,0,93.2,False,1671.0,
2013-01-08,5424.656,0,93.21,False,1673.0,
2013-01-09,4927.542,0,93.08,False,1591.0,
2013-01-10,4138.838,0,93.81,False,1423.0,
2013-01-11,4531.390001,0,93.6,False,1412.0,
2013-01-12,7193.6449999999995,0,94.27,False,1939.0,
2013-01-13,4927.328,0,94.27,False,1317.0,
2013-01-14,5336.4320020000005,0,94.27,False,1700.0,
2013-01-15,4770.311,0,93.26,False,1554.0,
2013-01-16,4254.095,0,94.28,False,1406.0,
2013-01-17,3936.944,0,95.49,False,1420.0,
2013-01-18,4178.770998,0,95.61,False,1305.0,
2013-01-19,7337.322,0,96.09,False,2031.0,
2013-01-20,4517.05,0,96.09,False,1333.0,
2013-01-21,6231.731,0,96.09,False,1934.0,
2013-01-22,4868.457,0,96.09,False,1558.0,
2013-01-23,4327.055,0,95.06,False,1490.0,
2013-01-24,4150.479,0,95.35,False,1456.0,
2013-01-25,3936.319001,0,95.15,False,1405.0,
2013-01-26,7338.377,0,95.95,False,1969.0,
2013-01-27,4632.427,0,95.95,False,1266.0,
2013-01-28,5001.0309990000005,0,95.95,False,1597.0,
2013-01-29,4826.87,0,97.62,False,1555.0,
2013-01-30,3740.679,0,97.98,False,1320.0,
2013-01-31,3894.979,0,97.65,False,1435.0,
2013-02-01,5047.931,0,97.46,False,1414.0,
2013-02-02,8008.799,0,96.21,False,2077.0,
2013-02-03,4312.634996,0,96.21,False,1212.0,
2013-02-04,5800.159999,0,96.21,False,1693.0,
2013-02-05,5412.434,0,96.68,False,1642.0,
2013-02-06,4703.83098,0,96.44,False,1546.0,
2013-02-07,4540.552976,0,95.84,False,1556.0,
2013-02-08,5113.329022,0,95.71,False,1461.0,
2013-02-09,7377.126,0,97.01,False,2040.0,
2013-02-10,3170.993,0,97.01,False,1050.0,
2013-02-11,3082.329,0,97.01,False,928.0,
2013-02-12,3460.492,0,97.48,False,1153.0,
2013-02-13,5461.50998,0,97.03,False,1743.0,
2013-02-14,4885.594,0,97.3,False,1821.0,
2013-02-15,5033.6720000000005,0,95.95,False,1519.0,
2013-02-16,7468.028,0,96.69,False,1998.0,
2013-02-17,3908.756,0,96.69,False,1172.0,
2013-02-18,5728.129,0,96.69,False,1801.0,
2013-02-19,4585.961002,0,96.69,False,1544.0,
2013-02-20,4839.901000000001,0,94.92,False,1586.0,
2013-02-21,4649.2880000000005,0,92.79,False,1560.0,
2013-02-22,4337.14298,0,93.12,False,1388.0,
2013-02-23,7299.188998,0,92.74,False,2017.0,
2013-02-24,5143.312,0,92.74,False,1313.0,
