date_o,sales,promo,oil price,Holiday,transactions,cluster
2013-01-01,0.0,0,93.14,False,0.0,
2013-01-02,6560.3369999999995,0,93.14,False,1381.0,
2013-01-03,4911.2040099999995,0,92.97,False,1181.0,
2013-01-04,5620.528,0,93.12,False,1257.0,
2013-01-05,6041.002,0,93.2,False,1250.0,
2013-01-06,5231.643,0,93.2,False,1100.0,
2013-01-07,6875.7411,0,93.2,False,1185.0,
2013-01-08,4231.89099,0,93.21,False,1143.0,
2013-01-09,7407.798000000001,0,93.08,False,1127.0,
2013-01-10,4044.996,0,93.81,False,1024.0,
2013-01-11,4167.432,0,93.6,False,1046.0,
2013-01-12,5478.61,0,94.27,False,1208.0,
2013-01-13,5227.582,0,94.27,False,1187.0,
2013-01-14,4357.227,0,94.27,False,1138.0,
2013-01-15,10066.204,0,93.26,False,1075.0,
2013-01-16,4582.55099,0,94.28,False,1124.0,
2013-01-17,3871.6279999999997,0,95.49,False,1089.0,
2013-01-18,3658.67001,0,95.61,False,1071.0,
2013-01-19,5620.842,0,96.09,False,1231.0,
2013-01-20,4990.052,0,96.09,False,1099.0,
2013-01-21,4563.061,0,96.09,False,1161.0,
2013-01-22,4804.723,0,96.09,False,1085.0,
2013-01-23,4379.919,0,95.06,False,1178.0,
2013-01-24,4164.742004,0,95.35,False,1056.0,
2013-01-25,3636.948994,0,95.15,False,1144.0,
2013-01-26,5907.211,0,95.95,False,1203.0,
2013-01-27,4962.438021,0,95.95,False,1107.0,
2013-01-28,4401.3949999999995,0,95.95,False,1135.0,
2013-01-29,4770.257001,0,97.62,False,1139.0,
2013-01-30,4182.903,0,97.98,False,1197.0,
2013-01-31,5125.543,0,97.65,False,1139.0,
2013-02-01,3972.2110000000002,0,97.46,False,1125.0,
2013-02-02,7444.086,0,96.21,False,1186.0,
2013-02-03,5430.714,0,96.21,False,1104.0,
2013-02-04,6580.926,0,96.21,False,1157.0,
2013-02-05,4721.671,0,96.68,False,1146.0,
2013-02-06,6512.822099999999,0,96.44,False,1204.0,
2013-02-07,4709.953,0,95.84,False,1159.0,
2013-02-08,5452.09,0,95.71,False,1357.0,
2013-02-09,8213.635,0,97.01,False,1377.0,
2013-02-10,3368.32,0,97.01,False,1033.0,
2013-02-11,3925.341001,0,97.01,False,1066.0,
2013-02-12,3848.48499,0,97.48,False,1029.0,
2013-02-13,4789.209005,0,97.03,False,1257.0,
2013-02-14,4539.9130000000005,0,97.3,False,1378.0,
2013-02-15,4533.358,0,95.95,False,1229.0,
2013-02-16,8193.359,0,96.69,False,1248.0,
2013-02-17,4914.24,0,96.69,False,1189.0,
2013-02-18,5343.8021,0,96.69,False,1122.0,
2013-02-19,5726.2310099999995,0,96.69,False,1152.0,
2013-02-20,4470.247,0,94.92,False,1170.0,
2013-02-21,5219.3729905,0,92.79,False,1069.0,
2013-02-22,3899.915,0,93.12,False,1158.0,
2013-02-23,6262.27899,0,92.74,False,1216.0,
2013-02-24,5135.704,0,92.74,False,1153.0,
2013-02-25,4817.90399,0,92.74,False,1141.0,
2013-02-26,5054.9871005,0,92.63,False,1097.0,
2013-02-27,6049.4039999999995,0,92.84,False,1151.0,
2013-02-28,3165.415,0,92.03,False,1012.0,
2013-03-01,4889.514,0,90.71,False,1184.0,
2013-03-02,7389.21,0,90.13,False,1269.0,
2013-03-03,5834.75502,0,90.13,False,1235.0,
2013-03-04,6616.16,0,90.13,False,1197.0,
2013-03-05,4686.131001,0,90.88,False,1261.0,
2013-03-06,6661.275,0,90.47,False,1192.0,
2013-03-07,5021.912,0,91.53,False,1187.0,
2013-03-08,4151.55601,0,92.01,False,1207.0,
2013-03-09,6256.493,0,92.07,False,1208.0,
2013-03-10,5510.648,0,92.07,False,1144.0,
2013-03-11,4440.207,0,92.07,False,1152.0,
2013-03-12,3621.482,0,92.44,False,1091.0,
2013-03-13,4320.505999,0,92.47,False,1196.0,
2013-03-14,4207.448,0,93.03,False,1097.0,
2013-03-15,4167.99298,0,93.49,False,1203.0,
2013-03-16,5222.495,0,93.71,False,1185.0,
2013-03-17,5330.55,0,93.71,False,1124.0,
2013-03-18,4308.442,0,93.71,False,1109.0,
2013-03-19,5976.269,0,92.44,False,1066.0,
2013-03-20,4423.29298,0,93.21,False,1207.0,
2013-03-21,4974.429001,0,92.46,False,1064.0,
2013-03-22,4266.64799,0,93.41,False,1155.0,
2013-03-23,5466.685969,0,94.55,False,1249.0,
2013-03-24,5306.819991,0,94.55,False,1125.0,
2013-03-25,5683.140998,0,94.55,False,1119.0,
2013-03-26,4566.236,0,95.99,False,1119.0,
2013-03-27,4340.992,0,96.53,False,1185.0,
2013-03-28,6589.2570000000005,0,97.24,False,1300.0,
2013-03-29,4049.91899,0,97.1,False,1121.0,
2013-03-30,5614.607,0,97.1,False,1190.0,
2013-03-31,5749.96202,0,97.1,False,1171.0,
2013-04-01,6988.348,0,97.1,False,1232.0,
2013-04-02,5549.672001,0,97.23,False,1170.0,
2013-04-03,6109.1489,0,95.02,False,1224.0,
2013-04-04,4382.385995,0,93.26,False,1085.0,
2013-04-05,4372.9310000000005,0,92.76,False,1173.0,
2013-04-06,7803.907990000001,0,93.36,False,1320.0,
2013-04-07,6222.40598,0,93.36,False,1286.0,
2013-04-08,4634.549,0,93.36,False,1174.0,
2013-04-09,5726.609004,0,94.18,False,1114.0,
2013-04-10,4658.359999,0,94.59,False,1222.0,
2013-04-11,4935.49701,0,93.44,False,1169.0,
