date_o,sales,promo,oil price,Holiday,transactions,cluster
2013-01-01,0.0,0,93.14,False,0.0,
2013-01-02,5430.088,0,93.14,False,1293.0,
2013-01-03,4549.52998,0,92.97,False,1157.0,
2013-01-04,3381.016,0,93.12,False,970.0,
2013-01-05,5409.7850100000005,0,93.2,False,1269.0,
2013-01-06,5722.05301,0,93.2,False,1173.0,
2013-01-07,4161.966,0,93.2,False,1148.0,
2013-01-08,3716.11,0,93.21,False,1100.0,
2013-01-09,3108.796999,0,93.08,False,930.0,
2013-01-10,3087.606,0,93.81,False,925.0,
2013-01-11,3044.623,0,93.6,False,877.0,
2013-01-12,4186.056,0,94.27,False,1120.0,
2013-01-13,4919.65,0,94.27,False,1013.0,
2013-01-14,3384.093,0,94.27,False,1000.0,
2013-01-15,3848.84102,0,93.26,False,1070.0,
2013-01-16,3090.116,0,94.28,False,973.0,
2013-01-17,2878.127,0,95.49,False,960.0,
2013-01-18,2666.408,0,95.61,False,852.0,
2013-01-19,4965.264,0,96.09,False,1372.0,
2013-01-20,5004.20699,0,96.09,False,1162.0,
2013-01-21,4042.503995,0,96.09,False,1200.0,
2013-01-22,3705.404,0,96.09,False,1109.0,
2013-01-23,2810.961008,0,95.06,False,1023.0,
2013-01-24,2495.375,0,95.35,False,883.0,
2013-01-25,3009.726,0,95.15,False,938.0,
2013-01-26,4671.26301,0,95.95,False,1393.0,
2013-01-27,4650.09001,0,95.95,False,1155.0,
2013-01-28,3964.337,0,95.95,False,1217.0,
2013-01-29,3415.556,0,97.62,False,1170.0,
2013-01-30,3332.063,0,97.98,False,1049.0,
2013-01-31,3211.619,0,97.65,False,1068.0,
2013-02-01,4226.379,0,97.46,False,1085.0,
2013-02-02,6589.839,0,96.21,False,1453.0,
2013-02-03,5406.94701,0,96.21,False,1166.0,
2013-02-04,4389.696,0,96.21,False,1127.0,
2013-02-05,4998.18899,0,96.68,False,1362.0,
2013-02-06,4129.847,0,96.44,False,1186.0,
2013-02-07,3683.665,0,95.84,False,1122.0,
2013-02-08,3991.843,0,95.71,False,1098.0,
2013-02-09,5126.53201,0,97.01,False,1363.0,
2013-02-10,3527.50601,0,97.01,False,919.0,
2013-02-11,2711.133,0,97.01,False,823.0,
2013-02-12,3669.579995,0,97.48,False,1040.0,
2013-02-13,3486.959,0,97.03,False,1056.0,
2013-02-14,3641.625999,0,97.3,False,1318.0,
2013-02-15,3087.48301,0,95.95,False,901.0,
2013-02-16,5295.21001,0,96.69,False,1248.0,
2013-02-17,4646.161010000001,0,96.69,False,1044.0,
2013-02-18,4245.598004,0,96.69,False,1105.0,
2013-02-19,3428.34,0,96.69,False,1065.0,
2013-02-20,3602.908,0,94.92,False,984.0,
2013-02-21,3202.4610000000002,0,92.79,False,994.0,
2013-02-22,2907.927,0,93.12,False,874.0,
2013-02-23,4474.818,0,92.74,False,1176.0,
2013-02-24,4135.97,0,92.74,False,966.0,
2013-02-25,3585.259,0,92.74,False,1070.0,
2013-02-26,3431.293,0,92.63,False,1035.0,
2013-02-27,2992.933,0,92.84,False,938.0,
2013-02-28,3115.999,0,92.03,False,904.0,
2013-03-01,3527.01799,0,90.71,False,956.0,
2013-03-02,6896.451,0,90.13,False,1424.0,
2013-03-03,6728.324,0,90.13,False,1212.0,
2013-03-04,5047.39,0,90.13,False,1232.0,
2013-03-05,4806.489,0,90.88,False,1222.0,
2013-03-06,3874.915,0,90.47,False,1063.0,
2013-03-07,3533.712,0,91.53,False,1027.0,
2013-03-08,3062.55101,0,92.01,False,1011.0,
2013-03-09,5021.364,0,92.07,False,1272.0,
2013-03-10,4969.82799,0,92.07,False,1051.0,
